SCHOOL,STUDENT_ID,STATE_STUDENT_ID,FIRST_NAME,MIDDLE_NAME,LAST_NAME,GENDER,RACE,GRADE,BIRTH_YEAR,BIRTH_MONTH,BIRTH_DAY,BIRTH_DATE
15631,683179,2307330,Anthony,Derek,Ingram,Male,White,12,2004,9,13,9/13/2004
15631,148389,8887596,Christine,Gregory,Washington,Female,Multiple,12,2005,1,2,1/2/2005
15631,723985,4475202,Crystal,Bonnie,Bailey,Female,White,12,2004,12,21,12/21/2004
15631,169210,9016001,Adam,Anna,Moore,Male,White,8,2009,7,7,7/7/2009
15631,294799,6779824,Lorraine,Diane,Kerr,Female,Black,11,2006,1,1,1/1/2006
15631,519606,6355614,Cara,Janet,Pollard,Female,White,9,2008,2,14,2/14/2008
15631,384567,5990592,Bret,Logan,White,Male,Hispanic,8,2009,3,12,3/12/2009
15631,787839,9670931,Phyllis,James,Parks,Female,Hispanic,11,2006,8,9,8/9/2006
15631,319146,4544007,Paul,Brenda,Kramer,Male,Asian,12,2005,5,6,5/6/2005
15631,533758,9238524,Joseph,Larry,Brown,Male,Hispanic,9,2008,10,2,10/2/2008
15631,883386,2260361,Dorothy,Calvin,Smith,Female,Asian,8,2008,11,14,11/14/2008
15631,863514,4349449,Graciela,Christopher,Roman,Female,Asian,11,2007,8,10,8/10/2007
15631,943935,8354889,Antoinette,Constance,Nichols,Female,White,11,2006,11,16,11/16/2006
15631,687612,4879938,Toni,David,Bennett,Female,White,10,2007,7,3,7/3/2007
15631,448381,4354650,Micheal,Maria,Jones,Male,Asian,12,2006,3,11,3/11/2006
15631,470835,6775054,Lisa,Juliana,Farmer,Female,Multiple,10,2006,3,2,3/2/2006
15631,949788,1937401,Cindy,Barbara,Galvan,Female,Black,12,2005,12,20,12/20/2005
15631,213333,6947462,Martha,Bessie,Taylor,Female,Hispanic,9,2008,3,25,3/25/2008
15631,651856,4352975,Carol,Lottie,Blackburn,Male,Hispanic,8,2009,4,9,4/9/2009
15631,151313,4059443,John,Lucinda,Rios,Female,White,11,2006,11,13,11/13/2006
15631,971929,5716547,Jennifer,Heather,Hill,Female,Black,9,2008,2,20,2/20/2008
15631,341395,4750879,Connie,Michael,Smith,Female,Multiple,11,2006,2,1,2/1/2006
15631,563507,1195500,Michael,Annette,Nguyen,Male,Asian,12,2005,2,22,2/22/2005
15631,160216,5547670,Justin,Bernard,Gibson,Male,Multiple,10,2007,12,24,12/24/2007
15631,354808,9465073,Walter,James,Washington,Male,Hispanic,9,2008,10,13,10/13/2008
15631,169907,7977965,Tanner,Stella,Morris,Male,Hispanic,8,2009,4,1,4/1/2009
15631,646357,1540088,Timmy,Elizabeth,Howard,Male,White,8,2009,7,19,7/19/2009
15631,403344,8554938,Angel,Randy,Allen,Male,Black,11,2006,7,18,7/18/2006
15631,239145,8796176,Katie,Jenna,Hill,Female,Asian,10,2007,7,23,7/23/2007
15631,994047,3057064,Jamal,Barbara,Nguyen,Male,Hispanic,8,2009,5,18,5/18/2009
15631,940332,1565335,Ronald,Raul,Hobbs,Male,Asian,9,2008,12,1,12/1/2008
15631,396080,9989608,Vivian,Eva,Lee,Female,Hispanic,9,2009,8,24,8/24/2009
15631,565253,8346332,Carol,Elisabeth,Perez,Female,Asian,12,2005,7,18,7/18/2005
15631,655286,7456817,David,Paul,Roman,Male,Multiple,11,2006,2,18,2/18/2006
15631,529365,9682229,Michael,Michael,Thompson,Female,Black,10,2007,10,20,10/20/2007
15631,149861,4042619,Estelle,John,Walsh,Female,White,9,2008,11,25,11/25/2008
15631,425538,3986251,Paula,Richard,Franco,Female,White,10,2007,11,17,11/17/2007
15631,473950,4049828,Vincent,Cindy,Johnston,Male,Hispanic,9,2008,3,9,3/9/2008
15631,187348,7968849,Edith,Virgie,Odom,Female,Multiple,9,2008,11,17,11/17/2008
15631,366183,4546999,Maria,Milton,Ellison,Male,Hispanic,9,2008,12,21,12/21/2008
15631,548116,3882804,Hector,William,Anderson,Male,Asian,8,2009,2,21,2/21/2009
15631,481431,9351483,Virginia,Natalie,Gonzalez,Female,White,8,2009,1,27,1/27/2009
15631,990263,8936468,Tammy,James,Wright,Female,Multiple,10,2007,8,25,8/25/2007
15631,587044,1101786,George,Ronald,Hebert,Male,White,11,2006,5,7,5/7/2006
15631,910315,6781137,Lisa,Mark,Smith,Female,Hispanic,11,2006,5,16,5/16/2006
15631,269713,3643044,Joey,Ralph,Morgan,Male,Hispanic,12,2005,6,23,6/23/2005
15631,718125,3842975,Anne,Charles,Gentry,Female,Hispanic,10,2006,12,5,12/5/2006
15631,185139,5559976,Shanna,Barbara,Anderson,Female,White,8,2010,1,12,1/12/2010
15631,818910,7937256,Stephanie,Thomas,Miller,Female,Black,10,2007,10,6,10/6/2007
15631,223096,5685882,Patricia,Ronda,Krueger,Female,Asian,12,2005,7,1,7/1/2005
15631,904509,3037109,Brenda,Martha,Ford,Female,Hispanic,11,2006,12,4,12/4/2006
15631,927303,1330030,Melvin,Jess,Watkins,Male,Multiple,11,2005,5,23,5/23/2005
15631,829149,5099989,Lauren,Andrew,Smith,Female,Asian,10,2006,11,24,11/24/2006
15631,165524,4170696,Thomas,Brittany,Figueroa,Male,Multiple,8,2009,8,3,8/3/2009
15631,346564,4728351,Anna,James,Ward,Female,Hispanic,8,2009,1,10,1/10/2009
15631,237854,9161441,Larry,Tim,Price,Male,Black,12,2005,3,24,3/24/2005
15631,109216,7004588,John,James,Avery,Female,Hispanic,10,2007,6,21,6/21/2007
15631,270113,1885807,Roxanne,Clair,Campos,Female,White,8,2009,1,5,1/5/2009
15631,672371,2833281,Robert,Kimberly,Gomez,Female,Asian,11,2006,8,5,8/5/2006
15631,796888,1220813,Bettye,Jeanne,Roberts,Female,Hispanic,9,2008,11,15,11/15/2008
15631,963818,9750837,Elsa,Brandon,Baker,Female,White,11,2006,12,28,12/28/2006
15631,870736,1748491,Carl,Ervin,Williams,Male,Multiple,11,2006,7,28,7/28/2006
15631,922958,4243995,Marsha,Catherine,Barry,Female,Asian,12,2004,11,15,11/15/2004
15631,526842,5266330,Brent,Bridgett,Hunt,Male,White,11,2006,7,25,7/25/2006
15631,543396,2577998,Dale,Steven,Soto,Female,Multiple,11,2005,2,25,2/25/2005
15631,558321,2860595,Wade,Mildred,Scott,Male,Multiple,11,2006,3,23,3/23/2006
15631,892248,1719577,Dave,Pauline,Ruiz,Male,Hispanic,9,2008,8,17,8/17/2008
15631,753616,2283121,Beverly,Dale,Brown,Female,Multiple,8,2010,9,2,9/2/2010
15631,720072,8534224,Paula,Walter,Moore,Female,Multiple,8,2009,3,22,3/22/2009
15631,483704,6572198,Judy,Eugene,Flowers,Female,Asian,10,2007,12,21,12/21/2007
15631,728942,1503612,Charles,Sally,Mills,Male,Multiple,12,2005,4,5,4/5/2005
15631,139335,3172923,Lawrence,Terry,Dejesus,Male,Asian,11,2006,8,5,8/5/2006
15631,592296,3772600,Mike,James,Martinez,Male,Multiple,8,2009,11,9,11/9/2009
15631,461751,6736160,Sterling,Michael,Hernandez,Male,White,11,2006,5,11,5/11/2006
15631,655762,6283709,Elijah,Michael,Martinez,Male,Black,8,2009,9,8,9/8/2009
15631,132017,4507684,Faith,Rebekah,Thomas,Female,Multiple,11,2005,4,25,4/25/2005
15631,977523,3696874,Lynn,Shirley,Hughes,Female,Asian,10,2008,6,26,6/26/2008
15631,829711,4732639,Angel,Julia,Montgomery,Male,Hispanic,11,2005,7,9,7/9/2005
15631,903801,3721060,Thomas,Nikki,Howard,Male,White,12,2004,9,16,9/16/2004
15631,626042,2050719,Debra,Cory,Pierce,Female,Multiple,11,2006,7,4,7/4/2006
15631,244608,3113714,Vicky,Sally,Williams,Female,Hispanic,11,2006,2,2,2/2/2006
15631,835582,4324962,Helen,Bernard,Moon,Female,Multiple,11,2006,3,27,3/27/2006
15631,137217,1420726,John,William,Rivera,Male,Multiple,11,2006,10,10,10/10/2006
15631,966784,2474359,Tammy,Heidi,Figueroa,Female,Black,10,2007,3,21,3/21/2007
15631,853835,1962257,Nancy,Curtis,Horton,Female,Black,10,2006,8,22,8/22/2006
15631,454482,7625587,Omar,Joan,Jones,Male,Black,12,2006,3,12,3/12/2006
15631,680769,7072242,James,Byron,Perry,Male,White,12,2006,11,10,11/10/2006
15631,625067,5884628,Wilbert,Steve,Cruz,Male,Asian,8,2009,11,25,11/25/2009
15631,987347,7488751,Barney,Rebecca,Skinner,Male,Black,9,2008,3,18,3/18/2008
15631,245281,6052141,Otis,Teresa,Fletcher,Male,Multiple,8,2010,3,12,3/12/2010
15631,325874,5735128,Robert,Franklin,Velasquez,Female,White,12,2005,2,14,2/14/2005
15631,164351,1405781,Barbara,Ruby,Smith,Female,Hispanic,10,2007,5,9,5/9/2007
15631,225353,2845334,Ulysses,Erwin,Schultz,Male,Hispanic,9,2008,8,14,8/14/2008
15631,135948,4055431,Teresa,Robert,Morales,Female,Hispanic,8,2009,4,2,4/2/2009
15631,966086,3830017,Fran,Grace,Hodges,Female,Asian,9,2008,11,16,11/16/2008
15631,709978,3114746,Arthur,Kimberly,Jimenez,Male,Asian,9,2008,11,14,11/14/2008
15631,398991,2637490,Veronica,William,Spence,Female,Multiple,8,2009,10,8,10/8/2009
15631,756506,5511272,Veronica,Kimberly,Garcia,Female,Black,11,2005,11,27,11/27/2005
15631,642382,1056792,Susan,Thomas,Walker,Female,White,11,2006,8,12,8/12/2006
15631,575046,9193326,Josephine,Luis,Flores,Female,Multiple,10,2006,3,8,3/8/2006
15631,870247,7467149,Cheryl,Amanda,Nguyen,Female,White,12,2004,2,21,2/21/2004
15631,532556,8946846,Joseph,Rebecca,Snow,Male,Multiple,8,2009,2,11,2/11/2009
15631,483282,4040196,Frances,Ralph,Ingram,Female,Black,8,2009,8,12,8/12/2009
15631,627955,7969818,Claudia,John,Adkins,Female,Multiple,11,2006,4,17,4/17/2006
15631,528294,9908566,Jeremy,Frank,Porter,Male,White,11,2006,12,16,12/16/2006
15631,505281,2469551,Iris,Brian,Santos,Female,Hispanic,10,2007,7,12,7/12/2007
15631,546060,9602241,Patricia,Jason,Martinez,Female,Hispanic,8,2009,6,19,6/19/2009
15631,719205,3677160,Ben,Scott,Owens,Male,Multiple,8,2008,7,21,7/21/2008
15631,368498,1135646,Dorothy,Anita,Davidson,Female,White,11,2007,2,6,2/6/2007
15631,815206,3220802,Cathy,Dawn,Williams,Female,Multiple,11,2006,9,2,9/2/2006
15631,242751,7220352,Connie,Rex,Butler,Male,Asian,9,2008,9,5,9/5/2008
15631,499205,8680188,Brent,Margaret,Rhodes,Male,Multiple,8,2009,12,8,12/8/2009
15631,256201,7849499,Timothy,Martin,Tate,Male,Multiple,11,2006,9,7,9/7/2006
15631,108068,5381987,Mabel,Angela,Watkins,Female,Asian,8,2009,4,6,4/6/2009
15631,928856,2425350,Anthony,Kelly,Ferguson,Male,Black,12,2005,3,26,3/26/2005
15631,982542,3209368,David,Jennifer,Williams,Male,Asian,10,2008,4,10,4/10/2008
15631,402169,9693822,Karla,James,Howard,Female,Black,12,2005,1,18,1/18/2005
15631,240317,2429757,Fernando,Adam,Callahan,Male,Black,12,2005,12,7,12/7/2005
15631,283963,3514747,Courtney,Linda,Coleman,Male,Multiple,11,2006,12,25,12/25/2006
15631,180573,1399734,Emily,Theodore,Parra,Female,Asian,9,2008,7,18,7/18/2008
15631,219669,1009017,Beatrice,Richard,Lee,Female,Asian,9,2007,5,19,5/19/2007
15631,363056,2404477,Richard,Micheal,Richards,Male,Asian,12,2005,3,10,3/10/2005
15631,422675,6837200,Timothy,Mary,Smith,Male,Asian,10,2007,4,24,4/24/2007
15631,365003,2675689,Toni,Samuel,Charles,Female,Multiple,9,2007,11,19,11/19/2007
15631,581225,3909343,Robert,Willa,Matthews,Female,White,8,2009,4,6,4/6/2009
15631,284781,1258745,Troy,Herbert,Cole,Male,Multiple,10,2007,12,7,12/7/2007
15631,602084,1522275,Sean,Mark,Rice,Male,Hispanic,11,2006,5,5,5/5/2006
15631,865053,8131394,Christopher,Kathleen,Houston,Male,White,12,2005,4,2,4/2/2005
15631,244235,1285933,Frederic,Bessie,Evans,Male,Black,9,2008,5,1,5/1/2008
15631,115695,5631841,Eric,Charlie,Diaz,Male,Hispanic,12,2005,6,7,6/7/2005
15631,633962,9598971,Michelle,Michele,Adkins,Female,Black,11,2006,1,11,1/11/2006
15631,735372,1262881,Roberta,Patricia,Sullivan,Female,Asian,12,2005,9,18,9/18/2005
15631,479430,8573951,Victor,Rachel,Brown,Male,White,10,2008,10,28,10/28/2008
15631,699112,2444474,Margaret,Edward,Miller,Female,Hispanic,8,2009,2,28,2/28/2009
15631,417338,2618495,Cleveland,Olive,Brown,Male,Asian,11,2006,5,27,5/27/2006
15631,990066,2441638,Leonard,Zachary,Cruz,Male,Asian,8,2009,7,13,7/13/2009
15631,788211,2277909,Cynthia,Stacey,Torres,Female,White,11,2006,10,13,10/13/2006
15631,174432,5093236,Danny,Dwight,Peterson,Male,Hispanic,12,2004,5,17,5/17/2004
15631,110468,1882285,Joe,Maria,Johnson,Male,Multiple,11,2006,10,10,10/10/2006
15631,273286,2704098,Jasper,Lorena,Peterson,Male,Hispanic,10,2007,3,10,3/10/2007
15631,902166,9882062,Donna,Joseph,Fox,Female,Hispanic,8,2009,2,5,2/5/2009
15631,493119,6704016,Katherine,Kevin,Camacho,Female,Multiple,10,2007,2,5,2/5/2007
15631,152343,7710100,Richard,Daniel,Young,Male,Asian,8,2009,2,26,2/26/2009
15631,219207,5546508,Lindsey,Peter,Miller,Male,Black,9,2007,5,10,5/10/2007
15631,251042,7013662,Jewel,Shirley,Castillo,Female,Asian,11,2006,3,15,3/15/2006
15631,967420,8934548,Troy,Mary,Miller,Male,Asian,9,2008,11,9,11/9/2008
15631,500753,3583955,James,Maria,Zhang,Female,Multiple,10,2007,11,25,11/25/2007
15631,601152,6405054,Ronald,Travis,Sullivan,Male,Hispanic,12,2005,1,6,1/6/2005
15631,590287,7973323,Lisa,Tonya,Charles,Female,Asian,9,2008,8,4,8/4/2008
15631,477199,2140975,Maxine,William,Taylor,Female,White,8,2009,9,16,9/16/2009
15631,167399,7288369,Mary,Mavis,Moore,Female,Black,8,2009,2,18,2/18/2009
15631,742464,4498953,Natalie,Emily,Phillips,Female,Multiple,11,2007,6,8,6/8/2007
15631,279028,3263153,Ruby,Todd,Smith,Female,Black,9,2008,1,28,1/28/2008
15631,640414,6617699,Graham,David,Hamilton,Male,White,11,2007,3,15,3/15/2007
15631,814235,8737034,Gary,Jason,Jackson,Male,White,10,2007,6,25,6/25/2007
15631,332603,3044558,Jesus,Robert,Gilbert,Male,Multiple,11,2006,8,1,8/1/2006
15631,626592,4331163,Ernesto,Stephanie,Harmon,Male,Multiple,11,2006,5,19,5/19/2006
15631,296945,3723936,David,Scott,Farley,Male,Multiple,12,2005,10,25,10/25/2005
15631,402674,9923449,Alfredo,Theresa,Nicholson,Male,Multiple,10,2007,7,18,7/18/2007
15631,826467,2302641,Gregory,Jamie,Carlson,Male,Asian,9,2008,10,18,10/18/2008
15631,718860,9259836,Manuel,Brent,Wells,Male,Multiple,11,2006,4,25,4/25/2006
15631,706622,3865132,Jesse,Albert,Thomas,Male,White,8,2008,12,11,12/11/2008
15631,843414,7084510,Deena,Larry,Sanchez,Female,Hispanic,12,2005,2,11,2/11/2005
15631,248719,5796135,Samuel,Barbara,Harrison,Male,Multiple,12,2004,11,21,11/21/2004
15631,342936,4778650,Robert,William,Sellers,Male,Hispanic,12,2005,9,18,9/18/2005
15631,716414,6016638,Betty,Nancy,Scott,Female,White,8,2010,11,20,11/20/2010
15631,236230,2144956,Thomas,Ingrid,Davis,Male,White,12,2005,2,19,2/19/2005
15631,461293,1301291,Richard,Jason,Maxwell,Male,Multiple,9,2007,11,16,11/16/2007
15631,136169,3742026,Mary,Misty,Washington,Female,Black,9,2008,8,27,8/27/2008
15631,485957,6216812,Rebecca,Herbert,Zhang,Female,Hispanic,12,2006,3,17,3/17/2006
15631,405385,7490131,Jenny,John,Leon,Female,White,10,2007,5,11,5/11/2007
15631,584005,4243584,Maxine,Meagan,Harmon,Female,Asian,8,2009,3,27,3/27/2009
15631,738611,4899802,Barbara,Marisol,Villarreal,Female,White,10,2007,11,20,11/20/2007
15631,306446,1762197,Katherine,Charles,Ross,Female,Multiple,10,2007,10,26,10/26/2007
15631,899131,1573221,Harry,Tamera,Welch,Male,Black,11,2006,3,27,3/27/2006
15631,207476,3947478,Rex,Sammy,Cox,Male,White,9,2008,9,24,9/24/2008
15631,775816,2345499,James,Jessica,Reeves,Male,Multiple,9,2007,1,8,1/8/2007
15631,669963,6475028,Robyn,Matthew,Murphy,Female,Hispanic,8,2010,7,10,7/10/2010
15631,817208,9591765,Cathy,Monica,Norris,Female,Multiple,12,2006,6,10,6/10/2006
15631,489600,7702163,Thomas,Willard,Lugo,Male,Multiple,8,2009,5,16,5/16/2009
15631,389960,6266705,Clinton,Micah,Cruz,Male,Black,8,2008,3,20,3/20/2008
15631,832823,3659421,Linda,Jose,Reed,Female,Multiple,12,2005,1,26,1/26/2005
15631,123104,8869915,Samantha,Larry,Bailey,Female,Multiple,10,2007,4,21,4/21/2007
15631,924930,5286734,Hector,George,Clarke,Male,Asian,12,2005,5,27,5/27/2005
15631,309063,5067129,Erik,Matthew,Holland,Male,White,8,2009,9,9,9/9/2009
15631,568679,6217297,Ruth,Pamela,Robinson,Female,Hispanic,8,2009,6,27,6/27/2009
15631,480680,8583357,John,Jennifer,Anderson,Male,White,11,2006,11,11,11/11/2006
15631,645716,2939694,Kaye,Nickolas,Nichols,Female,Hispanic,9,2008,9,5,9/5/2008
15631,798041,6208142,Virgil,David,Sanchez,Male,Multiple,12,2006,8,24,8/24/2006
15631,361085,5318477,Joseph,Jose,Mcdonald,Male,Hispanic,10,2007,5,22,5/22/2007
15631,473283,7669122,Sadie,Amy,Huynh,Female,Asian,11,2007,7,24,7/24/2007
15631,367825,5577496,Luther,James,Henry,Male,Hispanic,11,2005,4,5,4/5/2005
15631,298729,3214567,Tracy,Carl,Wong,Female,White,9,2009,7,5,7/5/2009
15631,670567,2903443,Julie,Dante,Humphrey,Female,Asian,11,2006,4,17,4/17/2006
15631,395179,5026218,William,Josephine,Patton,Male,White,11,2006,4,21,4/21/2006
15631,723842,6863489,Lonnie,Melissa,Brooks,Male,White,12,2005,6,11,6/11/2005
15631,294348,7537266,Mack,Anna,Rojas,Male,Asian,8,2009,5,24,5/24/2009
15631,212791,9666596,Pat,Lewis,Watson,Female,Hispanic,8,2008,8,24,8/24/2008
15631,905691,1274066,Ty,Shaun,Gomez,Male,Hispanic,9,2007,9,27,9/27/2007
15631,679743,9533543,Rebecca,Edgar,Galvan,Female,Hispanic,12,2005,12,14,12/14/2005
15631,495567,4527255,Joanne,Mindy,Williams,Female,Hispanic,9,2008,3,6,3/6/2008
15631,202809,8392770,Matthew,Timothy,Butler,Male,Black,9,2008,3,3,3/3/2008
15631,264394,6086413,Michael,Jose,Hamilton,Male,Hispanic,9,2009,4,7,4/7/2009
15631,549328,9290157,Daniel,Tamara,Lawson,Male,White,12,2005,10,2,10/2/2005
15631,809169,7826305,Addie,Margret,Jones,Female,Asian,9,2007,2,1,2/1/2007
15631,411324,2987673,Joy,Carlos,Campbell,Female,White,12,2005,6,10,6/10/2005
15631,564653,3075750,Kenneth,Ann,Smith,Male,White,10,2007,2,25,2/25/2007
15631,209508,3485737,Lora,James,Montoya,Female,Black,8,2009,3,25,3/25/2009
15631,523111,4350553,Jo,Michelle,Casey,Female,Black,8,2009,12,13,12/13/2009
15631,931270,6627889,Anne,Rudolph,Fry,Female,Multiple,9,2007,10,27,10/27/2007
15631,768426,4151327,Barry,Christine,Walsh,Male,Hispanic,11,2006,3,20,3/20/2006
15631,189572,6594115,Jason,Shirley,Morris,Male,White,8,2008,3,12,3/12/2008
15631,201012,8115130,Beverly,Lawrence,Campbell,Female,Hispanic,12,2005,12,11,12/11/2005
15631,869762,9365881,Newton,Mary,Wright,Male,Black,10,2007,4,16,4/16/2007
15631,308520,1514209,Christopher,Melissa,Norris,Male,Asian,10,2007,11,17,11/17/2007
15631,100224,7517894,Marjorie,Thomas,Buchanan,Female,Asian,9,2008,11,19,11/19/2008
15631,470851,2278942,Ronald,Pamela,Mccoy,Male,Multiple,9,2008,5,22,5/22/2008
15631,717581,9466698,Sally,,Whitaker,Female,Black,10,2007,11,19,11/19/2007
15631,279770,8746832,Anthony,Nick,Gonzalez,Male,Black,11,2006,8,10,8/10/2006
15631,533891,3214828,David,Sandra,Hammond,Male,Hispanic,9,2009,4,24,4/24/2009
15631,318982,4740895,David,Ross,Rocha,Male,Black,9,2009,8,11,8/11/2009
15631,466160,6655737,Otto,Joseph,Johnson,Male,Hispanic,9,2008,10,16,10/16/2008
15631,627984,9666720,Michele,John,Todd,Female,Black,10,2008,6,10,6/10/2008
15631,522304,7925972,Samuel,Richard,Johnston,Male,Multiple,12,2005,12,21,12/21/2005
15631,721880,3795481,Maxine,William,Moss,Female,Hispanic,12,2005,10,27,10/27/2005
15631,661194,8442969,Jeanne,Steven,Zhang,Female,Multiple,10,2007,3,2,3/2/2007
15631,274753,4157618,Barbara,Donald,Charles,Female,Multiple,12,2004,12,21,12/21/2004
15631,153726,6514653,Carl,Ashley,Sullivan,Male,Multiple,10,2007,7,22,7/22/2007
15631,800039,3557831,Fay,Debra,Wright,Female,Multiple,10,2007,11,19,11/19/2007
15631,777954,9514491,Dallas,Cecil,Cruz,Male,Asian,11,2006,2,25,2/25/2006
15631,829426,7041544,Kenneth,Paul,Rojas,Male,Asian,9,2009,9,15,9/15/2009
15631,622052,6230427,Jana,Margaret,Lindsey,Female,Asian,11,2006,7,20,7/20/2006
15631,514982,8067912,Lynn,Daniel,Rodriguez,Male,Multiple,10,2007,4,16,4/16/2007
15631,788169,5650199,Tyler,David,Anderson,Male,Black,11,2006,4,20,4/20/2006
15631,585087,6835198,Dolores,Joy,Clark,Female,Black,8,2010,7,4,7/4/2010
15631,908888,9643969,Maria,Warren,Miles,Female,Black,12,2006,6,27,6/27/2006
15631,648716,4794773,Michael,Mona,Spencer,Female,Multiple,9,2008,9,24,9/24/2008
15631,541143,8387285,Lloyd,Audrey,Guerra,Male,Asian,11,2007,11,1,11/1/2007
15631,941880,6387267,Willie,Rita,Rodriguez,Male,Hispanic,8,2010,1,14,1/14/2010
15631,426188,4665194,Harris,John,Flores,Male,Asian,11,2006,3,12,3/12/2006
15631,239393,2003462,Luis,Charles,Thomas,Male,Black,11,2005,4,6,4/6/2005
15631,898361,2026172,Molly,Lisa,Williams,Female,Multiple,12,2004,2,24,2/24/2004
15631,517238,4360172,Elizabeth,Craig,Warren,Female,Multiple,12,2006,2,2,2/2/2006
15631,212550,7576626,Lea,Darwin,Davis,Female,White,12,2005,3,18,3/18/2005
15631,444435,8450309,Richie,Stephen,Ford,Male,Hispanic,12,2005,5,2,5/2/2005
15631,749406,5252861,Margarita,Esther,Stout,Female,Asian,9,2008,3,26,3/26/2008
15631,132950,4898151,Jessica,Karen,Wallace,Female,Multiple,8,2009,11,1,11/1/2009
15631,386214,2864672,Norma,Alex,Powell,Female,Multiple,8,2009,4,5,4/5/2009
15631,999189,3825459,Billy,Jason,Jones,Male,White,12,2005,1,8,1/8/2005
15631,962103,3881572,Mable,Catherine,Kim,Female,Multiple,9,2008,1,9,1/9/2008
15631,409659,3616499,Rose,Joseph,Bullock,Female,Multiple,10,2007,10,26,10/26/2007
15631,607644,7845960,Roy,Teresa,Navarro,Male,Asian,12,2004,2,13,2/13/2004
15631,757902,5703031,Virginia,Karen,Green,Female,Multiple,8,2008,11,7,11/7/2008
15631,548629,4878662,Carol,Bernard,Morton,Female,Multiple,10,2007,10,9,10/9/2007
15631,962936,6160668,Alma,Andrew,Hicks,Female,Black,12,2006,3,22,3/22/2006
15631,234186,2599870,Heidi,Charles,Copeland,Female,Asian,10,2007,5,6,5/6/2007
15631,311594,2644222,Patricia,Lorie,Hernandez,Female,Asian,12,2005,12,14,12/14/2005
15631,668993,8188265,Audrey,James,Cruz,Female,Asian,9,2008,7,20,7/20/2008
15631,421191,4228183,Catherine,Michael,Gomez,Female,White,11,2006,9,22,9/22/2006
15631,963275,4398032,Erik,Curtis,Moreno,Male,Asian,12,2005,10,15,10/15/2005
15631,258773,3713489,Joseph,Valeria,Mcfarland,Male,Hispanic,12,2005,6,8,6/8/2005
15631,304932,2155435,Tracy,Sharon,Lee,Male,Black,10,2007,12,5,12/5/2007
15631,511707,8483425,Michael,Diane,Ortega,Male,Multiple,9,2008,3,23,3/23/2008
15631,255281,5412745,Laura,Melissa,Contreras,Female,Black,8,2009,12,28,12/28/2009
15631,593595,3165138,Christopher,John,Lynch,Male,Black,11,2006,8,16,8/16/2006
15631,475181,9207120,Alice,Kristen,Lee,Female,Hispanic,12,2005,11,24,11/24/2005
15631,192542,8786441,Billy,Raymond,Collins,Male,Hispanic,12,2004,3,18,3/18/2004
15631,593960,9153074,Kim,Norman,Brown,Male,Black,12,2005,6,18,6/18/2005
15631,382764,8331895,Charles,Ronald,Brown,Male,Multiple,8,2009,6,9,6/9/2009
15631,473050,9858767,James,Melissa,Moore,Female,Multiple,9,2007,2,21,2/21/2007
15631,156697,4206504,Todd,Tamika,Torres,Male,Black,10,2007,2,5,2/5/2007
15631,893374,7416473,Holly,Evelyn,Wheeler,Female,Multiple,10,2006,4,5,4/5/2006
15631,889683,3823016,Susan,Kristy,Norris,Female,Multiple,9,2007,9,24,9/24/2007
15631,693307,3148844,Joyce,Leroy,Brown,Female,White,11,2006,7,10,7/10/2006
15631,645461,9894206,Diana,Mary,Martinez,Female,Hispanic,8,2009,1,11,1/11/2009
15631,923679,7962139,Brittany,Irma,Hurst,Female,Asian,10,2007,8,3,8/3/2007
15631,216340,8611116,Christi,Jean,Mcguire,Female,Multiple,8,2008,3,13,3/13/2008
15631,615101,2151896,Greg,Michelle,Barber,Male,Asian,12,2004,12,12,12/12/2004
15631,738647,4442204,Darrell,Clyde,Dougherty,Male,Multiple,10,2007,12,12,12/12/2007
15631,964133,8935786,Shane,Jeffrey,Fox,Male,Multiple,9,2008,3,19,3/19/2008
15631,252210,4230921,Elisa,Joshua,Davis,Female,Hispanic,12,2004,11,2,11/2/2004
15631,150573,8554968,Wanda,Barry,Hudson,Female,Asian,12,2005,8,5,8/5/2005
15631,880555,6829296,Irene,Tameka,Hernandez,Female,Asian,12,2005,11,16,11/16/2005
15631,699471,6711407,Larry,Raymond,Roberts,Male,Multiple,8,2008,11,26,11/26/2008
15631,760693,2796180,Linda,Rodney,Crawford,Female,White,11,2006,9,22,9/22/2006
15631,872842,4342008,Erma,Linda,Johnson,Female,Asian,8,2009,1,5,1/5/2009
15631,494579,8433317,Sandra,Elizabeth,Gray,Female,White,11,2006,3,16,3/16/2006
15631,445207,3804561,John,Erin,Avila,Male,White,11,2006,6,25,6/25/2006
15631,797608,9500284,Sean,Cherie,Sanchez,Male,Hispanic,9,2008,5,12,5/12/2008
15631,190954,4698370,Kyle,Ashley,Mendez,Male,White,11,2006,5,1,5/1/2006
15631,849753,5897212,Jacob,Kimberly,Vang,Male,Hispanic,10,2007,5,27,5/27/2007
15631,398005,1367183,Carole,Laura,Bennett,Female,Multiple,8,2008,4,2,4/2/2008
15631,708817,3664960,Tracy,Penny,Torres,Male,Black,12,2005,9,8,9/8/2005
15631,478910,1857088,Denise,Paul,Holt,Female,Multiple,8,2009,1,25,1/25/2009
15631,200084,7304469,Corina,John,Mclaughlin,Female,Black,10,2008,10,15,10/15/2008
15631,956752,8525116,Rodney,Beverly,Morales,Male,White,12,2005,10,27,10/27/2005
15631,189781,3821232,Lorenzo,Mary,Rivera,Male,Multiple,11,2006,10,11,10/11/2006
